trade_date,close,turnover_rate,pe,pb,ps,dv_ratio,total_mv
20161215,9.25,0.5657,7.264,0.8909,1.6516,1.2516,15882630.51
20161216,9.25,0.2712,7.264,0.8909,1.6516,1.2516,15882630.51
20161219,9.2,0.3376,7.2247,0.8861,1.6427,1.2584,15796778.46
20161220,9.11,0.4351,7.154,0.8774,1.6266,1.2709,15642244.75
20161221,9.16,0.2528,7.1933,0.8822,1.6356,1.2639,15728096.81
20161222,9.14,0.2333,7.1776,0.8803,1.632,1.2667,15693755.99
20161223,9.08,0.2617,7.1305,0.8745,1.6213,1.2751,15590733.52
20161226,9.12,0.2064,7.1619,0.8784,1.6284,1.2695,15659415.17
20161227,9.08,0.1837,7.1305,0.8745,1.6213,1.2751,15590733.52
20161228,9.06,0.2297,7.1147,0.8726,1.6177,1.2779,15556392.7
20161229,9.08,0.2315,7.1305,0.8745,1.6213,1.2751,15590733.52
20161230,9.1,0.2068,7.1462,0.8765,1.6249,1.2723,15625074.34
20170103,9.16,0.3143,7.1933,0.8822,1.6356,1.3919,15728096.81
20170104,9.16,0.3071,7.1933,0.8822,1.6356,1.3919,15728096.81
20170105,9.17,0.2354,7.2011,0.8832,1.6374,1.3904,15745267.22
20170106,9.13,0.2448,7.1697,0.8793,1.6302,1.3965,15676585.58
20170109,9.15,0.2134,7.1854,0.8813,1.6338,1.3934,15710926.4
20170110,9.15,0.1425,7.1854,0.8813,1.6338,1.3934,15710926.4
20170111,9.14,0.1794,7.1776,0.8803,1.632,1.395,15693755.99
20170112,9.15,0.253,7.1854,0.8813,1.6338,1.3934,15710926.4
20170113,9.16,0.2567,7.1933,0.8822,1.6356,1.3919,15728096.81
20170116,9.14,0.4038,7.1776,0.8803,1.632,1.395,15693755.99
20170117,9.15,0.3225,7.1854,0.8813,1.6338,1.3934,15710926.4
20170118,9.17,0.3394,7.2011,0.8832,1.6374,1.3904,15745267.22
20170119,9.18,0.2587,7.209,0.8842,1.6391,1.3889,15762437.63
20170120,9.22,0.2325,7.2404,0.888,1.6463,1.3829,15831119.28
20170123,9.22,0.2484,7.2404,0.888,1.6463,1.3829,15831119.28
20170124,9.27,0.278,7.2797,0.8928,1.6552,1.3754,15916971.34
20170125,9.26,0.1799,7.2718,0.8919,1.6534,1.3769,15899800.92
20170126,9.33,0.2487,7.3268,0.8986,1.6659,1.3666,16019993.8
20170203,9.26,0.1865,7.2718,0.8919,1.6534,1.3769,15899800.92
20170206,9.31,0.3055,7.3111,0.8967,1.6623,1.3695,15985652.98
20170207,9.3,0.2346,7.3032,0.8957,1.6606,1.371,15968482.57
20170208,9.3,0.213,7.3032,0.8957,1.6606,1.371,15968482.57
20170209,9.31,0.2027,7.3111,0.8967,1.6623,1.3695,15985652.98
20170210,9.33,0.2853,7.3268,0.8986,1.6659,1.3666,16019993.8
20170213,9.41,0.3773,7.3896,0.9063,1.6802,1.3549,16157357.1
20170214,9.4,0.2142,7.3817,0.9054,1.6784,1.3564,16140186.68
20170215,9.45,0.4472,7.421,0.9102,1.6873,1.3492,16226038.74
20170216,9.46,0.243,7.4289,0.9111,1.6891,1.3478,16243209.15
20170217,9.39,0.2505,7.3739,0.9044,1.6766,1.3578,16123016.27
20170220,9.56,0.5312,7.5074,0.9208,1.707,1.3337,16414913.27
20170221,9.57,0.3822,7.5152,0.9217,1.7088,1.3323,16432083.68
20170222,9.57,0.2737,7.5152,0.9217,1.7088,1.3323,16432083.68
20170223,9.51,0.1982,7.4681,0.9159,1.6981,1.3407,16329061.21
20170224,9.5,0.1965,7.4603,0.915,1.6963,1.3421,16311890.8
20170227,9.43,0.2408,7.4053,0.9082,1.6838,1.3521,16191697.92
20170228,9.48,0.2185,7.4446,0.9131,1.6927,1.3449,16277549.98
20170301,9.49,0.2051,7.4524,0.914,1.6945,1.3435,16294720.39
20170302,9.43,0.2386,7.4053,0.9082,1.6838,1.3521,16191697.92
20170303,9.4,0.2025,7.3817,0.9054,1.6784,1.3564,16140186.68
20170306,9.45,0.2391,7.421,0.9102,1.6873,1.3492,16226038.74
20170307,9.45,0.1742,7.421,0.9102,1.6873,1.3492,16226038.74
20170308,9.42,0.1445,7.3975,0.9073,1.682,1.3535,16174527.51
20170309,9.38,0.2235,7.366,0.9034,1.6748,1.3593,16105845.86
20170310,9.4,0.2306,7.3817,0.9054,1.6784,1.3564,16140186.68
20170313,9.44,0.3223,7.4132,0.9092,1.6856,1.3506,16208868.33
20170314,9.44,0.2391,7.4132,0.9092,1.6856,1.3506,16208868.33
20170315,9.48,0.3231,7.4446,0.9131,1.6927,1.3449,16277549.98
20170316,9.52,0.3759,7.476,0.9169,1.6998,1.3393,16346231.62
20170317,9.31,0.9361,7.0736,0.8773,1.4841,1.3695,15985652.98
20170320,9.25,0.4226,7.028,0.8716,1.4745,1.3784,15882630.51
20170321,9.24,0.3278,7.0204,0.8707,1.4729,1.3799,15865460.1
20170322,9.16,0.3346,6.9596,0.8631,1.4602,1.3919,15728096.81
20170323,9.2,0.2563,6.99,0.8669,1.4665,1.3859,15796778.46
20170324,9.19,0.4202,6.9824,0.866,1.4649,1.3874,15779608.05
20170327,9.14,0.5822,6.9444,0.8613,1.457,1.395,15693755.99
20170328,9.12,0.2845,6.9293,0.8594,1.4538,1.398,15659415.17
20170329,9.11,0.3553,6.9217,0.8584,1.4522,1.3996,15642244.75
20170330,9.08,0.4062,6.8989,0.8556,1.4474,1.4042,15590733.52
20170331,9.17,0.3742,6.9672,0.8641,1.4618,1.3904,15745267.22
20170405,9.21,0.295,6.9976,0.8679,1.4681,1.3844,15813948.87
20170406,9.2,0.2568,6.99,0.8669,1.4665,1.3859,15796778.46
20170407,9.2,0.3043,6.99,0.8669,1.4665,1.3859,15796778.46
20170410,9.18,0.2372,6.9748,0.865,1.4633,1.3889,15762437.63
20170411,9.15,0.362,6.952,0.8622,1.4586,1.3934,15710926.4
20170412,9.12,0.2691,6.9293,0.8594,1.4538,1.398,15659415.17
20170413,9.12,0.2113,6.9293,0.8594,1.4538,1.398,15659415.17
20170414,9.08,0.2899,6.8989,0.8556,1.4474,1.4042,15590733.52
20170417,9.1,0.3144,6.9141,0.8575,1.4506,1.4011,15625074.34
20170418,9.05,0.1982,6.8761,0.8528,1.4426,1.4088,15539222.29
20170419,8.91,0.4727,6.7697,0.8396,1.4203,1.431,15298836.53
20170420,8.92,0.2587,6.7773,0.8405,1.4219,1.4294,15316006.94
20170421,8.97,0.1923,6.8153,0.8452,1.4299,1.4214,15401859
20170424,8.93,0.2335,6.7849,0.8165,1.4235,1.4278,15333177.35
20170425,9,0.2234,6.8381,0.8229,1.4347,1.4167,15453370.23
20170426,8.99,0.2259,6.8305,0.822,1.4331,1.4182,15436199.82
20170427,8.97,0.229,6.8153,0.8202,1.4299,1.4214,15401859
20170428,8.99,0.1693,6.8305,0.822,1.4331,1.4182,15436199.82
20170502,8.94,0.1838,6.7925,0.8174,1.4251,1.4262,15350347.76
20170503,8.91,0.1657,6.7697,0.8147,1.4203,1.431,15298836.53
20170504,8.74,0.4117,6.6405,0.7992,1.3932,1.4588,15006939.53
20170505,8.63,0.3687,6.557,0.7891,1.3757,1.4774,14818065.01
20170508,8.57,0.272,6.5114,0.7836,1.3661,1.4877,14715042.54
20170509,8.64,0.1916,6.5646,0.79,1.3773,1.4757,14835235.42
20170510,8.67,0.3387,6.5873,0.7928,1.382,1.4706,14886746.65
20170511,8.7,0.2977,6.6101,0.7955,1.3868,1.4655,14938257.89
20170512,8.9,0.5426,6.7621,0.8138,1.4187,1.4326,15281666.12
20170515,8.86,0.3172,6.7317,0.8101,1.4123,1.4391,15212984.47
20170516,8.84,0.3102,6.7165,0.8083,1.4091,1.4423,15178643.65
20170517,8.77,0.2467,6.6633,0.8019,1.398,1.4538,15058450.77
20170518,8.73,0.1344,6.6329,0.7982,1.3916,1.4605,14989769.12
20170519,8.69,0.1739,6.6025,0.7946,1.3852,1.4672,14921087.48
20170522,8.68,0.4014,6.5949,0.7937,1.3836,1.4689,14903917.07
20170523,8.79,0.4729,6.6785,0.8037,1.4012,1.4505,15092791.59
20170524,8.81,0.3147,6.6937,0.8056,1.4044,1.4472,15127132.41
20170525,9.1,0.9585,6.9141,0.8321,1.4506,1.4011,15625074.34
20170526,9.1,0.5292,6.9141,0.8321,1.4506,1.4011,15625074.34
20170531,9.2,0.6107,6.99,0.8412,1.4665,1.3859,15796778.46
20170601,9.19,0.3347,6.9824,0.8403,1.4649,1.3874,15779608.05
20170602,9.17,0.4556,6.9672,0.8385,1.4618,1.3904,15745267.22
20170605,9.03,0.3748,6.8609,0.8257,1.4394,1.412,15504881.46
20170606,9.04,0.21,6.8685,0.8266,1.441,1.4104,15522051.87
20170607,9.13,0.3817,6.9368,0.8348,1.4554,1.3965,15676585.58
20170608,9.13,0.2264,6.9368,0.8348,1.4554,1.3965,15676585.58
20170609,9.15,0.4052,6.952,0.8366,1.4586,1.3934,15710926.4
20170612,9.11,0.2982,6.9217,0.833,1.4522,1.3996,15642244.75
20170613,9.12,0.2651,6.9293,0.8339,1.4538,1.398,15659415.17
20170614,9.08,0.2219,6.8989,0.8302,1.4474,1.4042,15590733.52
20170615,9.04,0.1997,6.8685,0.8266,1.441,1.4104,15522051.87
20170616,9.02,0.169,6.8533,0.8248,1.4378,1.4135,15487711.05
20170619,9.13,0.2895,6.9368,0.8348,1.4554,1.3965,15676585.58
20170620,9.12,0.1854,6.9293,0.8339,1.4538,1.398,15659415.17
20170621,9.15,0.2937,6.952,0.8366,1.4586,1.3934,15710926.4
20170622,9.25,0.8435,7.028,0.8458,1.4745,1.3784,15882630.51
20170623,9.25,0.3452,7.028,0.8458,1.4745,1.3784,15882630.51
20170626,9.3,0.4201,7.066,0.8504,1.4825,1.371,15968482.57
20170627,9.36,0.3227,7.1116,0.8558,1.492,1.3622,16071505.04
20170628,9.43,0.6909,7.1648,0.8622,1.5032,1.3521,16191697.92
20170629,9.43,0.2889,7.1648,0.8622,1.5032,1.3521,16191697.92
20170630,9.39,0.2953,7.1344,0.8586,1.4968,1.3578,16123016.27
20170703,9.4,0.2295,7.142,0.8595,1.4984,1.3564,16140186.68
20170704,9.34,0.2887,7.0964,0.854,1.4889,1.3651,16037164.22
20170705,9.37,0.3356,7.1192,0.8568,1.4936,1.3607,16088675.45
20170706,9.4,0.4368,7.142,0.8595,1.4984,1.3564,16140186.68
20170707,9.47,0.4494,7.1952,0.8659,1.5096,1.3464,16260379.56
20170710,9.59,0.8044,7.2864,0.8769,1.5287,1.3295,16466424.5
20170711,10.25,2.2533,7.7878,0.9372,1.6339,1.2439,17599671.65
20170712,10.34,1.7726,7.8562,0.9454,1.6483,1.2331,17754205.35
20170713,10.9,1.77,8.2817,0.9967,1.7375,1.1697,18715748.39
20170714,10.9,1.0182,8.2817,0.9967,1.7375,1.1697,18715748.39
20170717,10.81,1.9347,8.2133,0.9884,1.7232,1.1795,18561214.69
20170718,11.05,1.3887,8.3956,1.0104,1.7614,1.1538,18973304.56
20170719,11.09,1.1426,8.426,1.014,1.7678,1.1497,19041986.2
20170720,10.97,0.9087,8.3349,1.0031,1.7487,1.1623,18835941.27
20170721,10.89,0.8872,8.2741,1.0103,1.7359,1.1708,18698577.98
20170724,10.95,1.0005,8.3197,1.0159,1.7455,1.1644,18801600.45
20170725,11,1.1554,8.3576,1.0205,1.7535,1.1591,18887452.5
20170726,10.74,1.0033,8.1601,0.9964,1.712,1.1872,18441021.81
20170727,10.59,0.706,8.0461,0.9825,1.6881,1.204,18183465.64
20170728,10.74,0.4842,8.1601,0.9964,1.712,1.1872,18441021.81
20170731,10.67,0.9315,8.1069,0.9899,1.7009,1.1949,18320828.93
20170801,11.04,1.2033,8.388,1.0243,1.7598,1.1549,18956134.15
20170802,11.15,1.2189,8.4716,1.0345,1.7774,1.1435,19145008.67
20170803,11.01,0.5818,8.3652,1.0215,1.7551,1.158,18904622.91
20170804,11.17,0.8003,8.4868,1.0363,1.7806,1.1415,19179349.5
20170807,11,0.5087,8.3576,1.0205,1.7535,1.1591,18887452.5
20170808,11.05,0.4076,8.3956,1.0252,1.7614,1.1538,18973304.56
20170809,10.73,0.6161,8.1525,0.9955,1.7104,1.1883,18423851.4
20170810,10.62,0.5674,8.0689,0.9853,1.6929,1.2006,18234976.87
20170811,10.02,1.4426,7.6131,0.9296,1.5972,1.2725,17204752.19
20170814,10.22,0.6843,7.765,0.9163,1.6291,1.2476,17548160.42
20170815,10.31,0.6355,7.8334,0.9244,1.6435,1.2367,17702694.12
20170816,10.34,0.4473,7.8562,0.9271,1.6483,1.2331,17754205.35
20170817,10.42,0.3273,7.917,0.9343,1.661,1.2236,17891568.64
20170818,10.44,0.3644,7.9322,0.9361,1.6642,1.2213,17925909.47
20170821,10.46,0.2359,7.9474,0.9379,1.6674,1.2189,17960250.29
20170822,10.65,0.5176,8.0917,0.9549,1.6977,1.1972,18286488.1
20170823,10.9,0.7797,8.2817,0.9773,1.7375,1.1697,18715748.39
20170824,10.93,0.5463,8.3045,0.98,1.7423,1.1665,18767259.62
20170825,11.11,0.5698,8.4412,0.9961,1.771,1.1476,19076327.03
20170828,11.35,0.9481,8.6236,1.0177,1.8093,1.1233,19488416.9
20170829,11.67,0.8027,8.8667,1.0464,1.8603,1.0925,20037870.06
20170830,11.43,0.6482,8.6844,1.0248,1.822,1.1155,19625780.19
20170831,11.28,0.6808,8.5704,1.0114,1.7981,1.1303,19368224.02
20170901,11.21,0.5674,8.5172,1.0051,1.7869,1.1374,19248031.14
20170904,11.72,0.7993,8.9047,1.0508,1.8682,1.0879,20123722.12
20170905,11.64,0.761,8.8439,1.0437,1.8555,1.0954,19986358.83
20170906,11.7,0.4679,8.8895,1.049,1.865,1.0897,20089381.3
20170907,11.44,0.363,8.692,1.0257,1.8236,1.1145,19642950.6
20170908,11.49,0.2845,8.7299,1.0302,1.8316,1.1097,19728802.66
20170911,11.38,0.4134,8.6464,1.0204,1.814,1.1204,19539928.13
20170912,11.54,0.5002,8.7679,1.0347,1.8395,1.1049,19814654.72
20170913,11.43,0.395,8.6844,1.0248,1.822,1.1155,19625780.19
20170914,11.32,0.522,8.6008,1.015,1.8045,1.1263,19436905.67
20170915,11.29,0.3819,8.578,1.0123,1.7997,1.1293,19385394.43
20170918,11.25,0.3592,8.5476,1.0087,1.7933,1.1333,19316712.79
20170919,11.13,0.4517,8.4564,0.9979,1.7742,1.1456,19110667.85
20170920,11.29,0.4653,8.578,1.0123,1.7997,1.1293,19385394.43
20170921,11.46,0.4093,8.7072,1.0275,1.8268,1.1126,19677291.43
20170922,11.44,0.3511,8.692,1.0257,1.8236,1.1145,19642950.6
20170925,11.29,0.3147,8.578,1.0123,1.7997,1.1293,19385394.43
20170926,11.05,0.5719,8.3956,0.9908,1.7614,1.1538,18973304.56
20170927,10.93,0.4298,8.3045,0.98,1.7423,1.1665,18767259.62
20170928,10.88,0.3057,8.2665,0.9755,1.7343,1.1719,18681407.57
20170929,11.11,0.4033,8.4412,0.9961,1.771,1.1476,19076327.03
20171009,11.3,0.7833,8.5856,1.0132,1.8013,1.1283,19402564.84
20171010,11.47,0.4421,8.7147,1.0284,1.8284,1.1116,19694461.84
20171011,11.53,0.389,8.7603,1.0338,1.838,1.1058,19797484.31
20171012,11.55,0.3417,8.7755,1.0356,1.8411,1.1039,19831825.13
20171013,11.36,0.4359,8.6312,1.0186,1.8109,1.1224,19505587.31
20171016,11.59,0.6125,8.8059,1.0392,1.8475,1.1001,19900506.77
20171017,11.51,0.2993,8.7451,1.032,1.8348,1.1077,19763143.48
20171018,11.69,0.5151,8.8819,1.0482,1.8635,1.0907,20072210.89
20171019,11.63,0.4272,8.8363,1.0428,1.8539,1.0963,19969188.42
20171020,11.48,0.273,8.7223,1.0293,1.83,1.1106,19711632.25
20171023,11.19,0.6351,8.502,0.9696,1.7838,1.1394,19213690.32
20171024,11.39,0.3658,8.654,0.9869,1.8156,1.1194,19557098.55
20171025,11.27,0.2474,8.5628,0.9765,1.7965,1.1313,19351053.61
20171026,11.18,0.5491,8.4944,0.9687,1.7822,1.1404,19196519.91
20171027,11.56,0.8039,8.7831,1.0017,1.8427,1.1029,19848995.54
20171030,11.56,0.7556,8.7831,1.0017,1.8427,1.1029,19848995.54
20171031,11.54,0.3709,8.7679,0.9999,1.8395,1.1049,19814654.72
20171101,11.4,0.4094,8.6616,0.9878,1.8172,1.1184,19574268.96
20171102,11.54,0.3572,8.7679,0.9999,1.8395,1.1049,19814654.72
20171103,11.39,0.4394,8.654,0.9869,1.8156,1.1194,19557098.55
20171106,11.28,0.6088,8.5704,0.9774,1.7981,1.1303,19368224.02
20171107,11.92,1.4642,9.0567,1.0329,1.9001,1.0696,20467130.35
20171108,12.13,2.5197,9.2162,1.0511,1.9336,1.0511,20827708.99
20171109,12.33,1.3567,9.3682,1.0684,1.9655,1.0341,21171117.21
20171110,12.3,1.0389,9.3454,1.0658,1.9607,1.0366,21119605.98
20171113,12.9,1.5173,9.8012,1.1178,2.0563,0.9884,22149830.66
20171114,12.95,1.0523,9.8392,1.1221,2.0643,0.9846,22235682.72
20171115,12.9,0.7466,9.8012,1.1178,2.0563,0.9884,22149830.66
20171116,13.1,0.7098,9.9532,1.1351,2.0882,0.9733,22493238.89
20171117,13.18,1.2201,10.014,1.142,2.101,0.9674,22630602.18
20171120,14.25,1.681,10.827,1.2348,2.2715,0.8947,24467836.2
20171121,14.45,1.475,10.9789,1.2521,2.3034,0.8824,24811244.42
20171122,15.1,1.5192,11.4728,1.3084,2.407,0.8444,25927321.16
20171123,14.35,1.4358,10.9029,1.2434,2.2875,0.8885,24639540.31
20171124,14.56,1.5547,11.0625,1.2616,2.321,0.8757,25000118.95
20171127,13.93,1.2201,10.5838,1.207,2.2205,0.9153,23918383.03
20171128,13.7,1.0441,10.4091,1.1871,2.1839,0.9307,23523463.57
20171129,13.82,0.9245,10.5002,1.1975,2.203,0.9226,23729508.51
20171130,13.38,0.8155,10.1659,1.1594,2.1329,0.9529,22974010.41
20171201,13,1.0551,9.8772,1.1265,2.0723,0.9808,22321534.78
20171204,13.3,0.8595,10.1052,1.1524,2.1201,0.9586,22836647.12
20171205,13.3,1.0188,10.1052,1.1524,2.1201,0.9586,22836647.12
20171206,13.08,0.9575,9.938,1.1334,2.085,0.9748,22458898.07
20171207,12.83,0.6986,9.7481,1.1117,2.0452,0.9938,22029637.78
20171208,13.09,0.7987,9.9456,1.1342,2.0866,0.974,22476068.48
20171211,13.5,1.337,10.2571,1.1698,2.152,0.9444,23180055.34
20171212,13.02,1.0305,9.8924,1.1282,2.0755,0.9793,22355875.6
20171213,13.13,0.7621,9.976,1.1377,2.093,0.9711,22544750.12
20171214,13,0.5923,9.8772,1.1265,2.0723,0.9808,22321534.78
20171215,12.72,0.6502,9.6645,1.1022,2.0276,1.0024,21840763.26
20171218,12.75,0.4761,9.6873,1.1048,2.0324,1,21892274.49
20171219,13.28,1.4174,10.09,1.1507,2.1169,0.9601,22802306.29
20171220,13.26,0.6539,10.0748,1.149,2.1137,0.9615,22767965.47
20171221,13.54,0.8779,10.2875,1.1732,2.1584,0.9417,23248736.99
20171222,13.52,0.4391,10.2723,1.1715,2.1552,0.943,23214396.17
20171225,13.25,0.9372,10.0672,1.1481,2.1121,0.9623,22750795.06
20171226,13.66,0.6642,10.3787,1.1836,2.1775,0.9334,23454781.93
20171227,13.29,0.8078,10.0976,1.1516,2.1185,0.9594,22819476.71
20171228,13.21,0.918,10.0368,1.1446,2.1058,0.9652,22682113.41
20171229,13.3,0.581,10.1052,1.1524,2.1201,0.9586,22836647.12
20180102,13.7,1.2304,10.4091,1.1871,2.1839,1.1533,23523463.57
20180103,13.33,1.7511,10.128,1.155,2.1249,1.1853,22888158.35
20180104,13.25,1.0962,10.0672,1.1481,2.1121,1.1925,22750795.06
20180105,13.3,0.7154,10.1052,1.1524,2.1201,1.188,22836647.12
20180108,12.96,1.2759,9.8468,1.123,2.0659,1.2191,22252853.13
20180109,13.08,0.7946,9.938,1.1334,2.085,1.208,22458898.07
20180110,13.47,1.4205,10.2343,1.1672,2.1472,1.173,23128544.11
20180111,13.4,0.8535,10.1811,1.1611,2.136,1.1791,23008351.23
20180112,13.55,0.8003,10.2951,1.1741,2.16,1.1661,23265907.4
20180115,14.2,1.8456,10.789,1.2304,2.2636,1.1127,24381984.14
20180116,14.2,1.4449,10.789,1.2304,2.2636,1.1127,24381984.14
20180117,14.23,1.5701,10.8118,1.233,2.2683,1.1103,24433495.37
20180118,14.72,1.2697,11.1841,1.2755,2.3465,1.0734,25274845.53
20180119,14.8,1.5198,11.2448,1.2824,2.3592,1.0676,25412208.82
20180122,14.44,1.2258,10.9713,1.2512,2.3018,1.0942,24794074.01
20180123,14.65,1.412,11.1309,1.2694,2.3353,1.0785,25154652.65
20180124,14.64,1.5317,11.1233,1.2686,2.3337,1.0792,25137482.24
20180125,14.2,1.4009,10.789,1.2304,2.2636,1.1127,24381984.14
20180126,14.05,1.2017,10.675,1.2174,2.2397,1.1246,24124427.97
20180129,13.74,1.2357,10.4395,1.1906,2.1902,1.1499,23592145.22
20180130,13.65,0.6471,10.3711,1.1828,2.1759,1.1575,23437611.51
20180131,14.05,1.0331,10.675,1.2174,2.2397,1.1246,24124427.97
20180201,14.03,1.1855,10.6598,1.2157,2.2365,1.1262,24090087.15
20180202,14.05,0.6954,10.675,1.2174,2.2397,1.1246,24124427.97
20180205,14.55,1.3784,11.0549,1.2608,2.3194,1.0859,24982948.54
20180206,14,1.5267,10.637,1.2131,2.2317,1.1286,24038575.91
20180207,12.92,1.9776,9.8164,1.1195,2.0595,1.2229,22184171.48
20180208,12.54,1.2636,9.5277,1.0866,1.999,1.26,21531695.85
20180209,11.69,1.6698,8.8819,1.0129,1.8635,1.3516,20072210.89
20180212,11.72,0.7263,8.9047,1.0155,1.8682,1.3481,20123722.12
20180213,11.94,0.7673,9.0718,1.0346,1.9033,1.3233,20501471.17
20180214,12,0.5108,9.1174,1.0398,1.9129,1.3167,20604493.64
20180222,12.46,0.7497,9.4669,1.0797,1.9862,1.2681,21394332.56
20180223,12.61,0.5992,9.5809,1.0927,2.0101,1.253,21651888.73
20180226,12.63,0.6181,9.5961,1.0944,2.0133,1.251,21686229.56
20180227,12.28,0.7601,9.3302,1.0641,1.9575,1.2866,21085265.16
20180228,12.05,0.7177,9.1554,1.0441,1.9208,1.3112,20690345.7
20180301,12.04,0.5243,9.1478,1.0433,1.9192,1.3123,20673175.28
20180302,11.95,0.392,9.0794,1.0355,1.9049,1.3222,20518641.58
20180305,11.86,0.4458,9.0111,1.0277,1.8906,1.3322,20364107.88
20180306,12.1,0.6798,9.1934,1.0485,1.9288,1.3058,20776197.75
20180307,12.05,0.8438,9.1554,1.0441,1.9208,1.3112,20690345.7
20180308,12.11,0.4077,9.201,1.0493,1.9304,1.3047,20793368.16
20180309,12.09,0.5579,9.1858,1.0476,1.9272,1.3069,20759027.34
20180312,12.03,0.7499,9.1402,1.0424,1.9177,1.3134,20656004.87
20180313,12.02,0.6397,9.1326,1.0415,1.9161,1.3145,20638834.46
20180314,11.92,0.3757,9.0567,1.0329,1.9001,1.3255,20467130.35
20180315,11.71,0.6831,8.6707,0.9949,1.9007,1.3493,20106551.71
20180316,11.64,0.5692,8.6189,0.9889,1.8893,1.3574,19986358.83
20180319,11.83,0.4779,8.7596,1.0051,1.9202,1.3356,20312596.65
20180320,11.82,0.4588,8.7522,1.0042,1.9185,1.3367,20295426.23
20180321,11.9,0.8542,8.8114,1.011,1.9315,1.3277,20432789.53
20180322,11.66,0.5818,8.6337,0.9906,1.8926,1.3551,20020699.65
20180323,11.34,1.0791,8.3968,0.9634,1.8406,1.3933,19471246.49
20180326,10.93,0.8178,8.0932,0.9286,1.7741,1.4456,18767259.62
20180327,10.94,0.6525,8.1006,0.9295,1.7757,1.4442,18784430.03
20180328,10.89,0.6496,8.0636,0.9252,1.7676,1.4509,18698577.98
20180329,11.05,0.7865,8.182,0.9388,1.7936,1.4299,18973304.56
20180330,10.9,0.4446,8.071,0.9261,1.7692,1.4495,18715748.39
20180402,10.71,0.6557,7.9303,0.9099,1.7384,1.4753,18389510.57
20180403,10.56,0.5265,7.8192,0.8972,1.714,1.4962,18131954.4
20180404,10.87,0.9472,8.0487,0.9235,1.7643,1.4535,18664237.15
20180409,11.02,0.6353,8.1598,0.9363,1.7887,1.4338,18921793.33
20180410,11.42,0.8222,8.456,0.9702,1.8536,1.3835,19608609.78
20180411,11.83,1.2389,8.7596,1.0051,1.9202,1.3356,20312596.65
20180412,11.52,0.6934,8.53,0.9787,1.8698,1.3715,19780313.89
20180413,11.57,0.7686,8.5671,0.983,1.878,1.3656,19866165.95
20180416,11.1,0.8435,8.2191,0.9431,1.8017,1.4234,19059156.62
20180417,11.21,0.7695,8.3005,0.9524,1.8195,1.4095,19248031.14
20180418,11.5,0.8724,8.5152,0.977,1.8666,1.3739,19745973.07
20180419,11.47,0.5019,8.493,0.9745,1.8617,1.3775,19694461.84
20180420,11.35,0.5667,8.4042,0.958,1.8422,1.3921,19488416.9
20180423,11.57,0.6326,8.5671,0.9765,1.878,1.3656,19866165.95
20180424,11.86,0.8636,8.7818,1.001,1.925,1.3322,20364107.88
20180425,11.68,0.4317,8.6485,0.9858,1.8958,1.3527,20055040.48
20180426,11.42,0.5167,8.456,0.9639,1.8536,1.3835,19608609.78
20180427,10.85,1.6017,8.0339,0.9158,1.7611,1.4562,18629896.33
20180502,10.88,0.7037,8.0562,0.9183,1.766,1.4522,18681407.57
20180503,10.75,0.7574,7.9599,0.9073,1.7449,1.4698,18458192.22
20180504,10.68,0.42,7.9081,0.9014,1.7335,1.4794,18337999.34
20180507,10.81,0.5759,8.0043,0.9124,1.7546,1.4616,18561214.69
20180508,11.01,0.8117,8.1524,0.9293,1.7871,1.4351,18904622.91
20180509,10.97,0.371,8.1228,0.9259,1.7806,1.4403,18835941.27
20180510,11.01,0.3267,8.1524,0.9293,1.7871,1.4351,18904622.91
20180511,11.01,0.4565,8.1524,0.9293,1.7871,1.4351,18904622.91
20180514,11.18,0.6143,8.2783,0.9436,1.8147,1.4132,19196519.91
20180515,11.12,0.3956,8.2339,0.9385,1.8049,1.4209,19093497.44
20180516,10.9,0.4223,8.071,0.92,1.7692,1.4495,18715748.39
20180517,10.82,0.3467,8.0117,0.9132,1.7562,1.4603,18578385.1
20180518,10.96,0.3419,8.1154,0.925,1.7789,1.4416,18818770.86
20180521,10.95,0.4447,8.108,0.9242,1.7773,1.4429,18801600.45
20180522,10.86,0.3435,8.0413,0.9166,1.7627,1.4549,18647066.74
20180523,10.65,0.5772,7.8858,0.8989,1.7286,1.4836,18286488.1
20180524,10.61,0.4008,7.8562,0.8955,1.7221,1.4892,18217806.46
20180525,10.59,0.3456,7.8414,0.8938,1.7189,1.492,18183465.64
20180528,10.59,0.3316,7.8414,0.8938,1.7189,1.492,18183465.64
20180529,10.38,0.518,7.6859,0.8761,1.6848,1.5222,17822887
20180530,10.08,0.6549,7.4638,0.8508,1.6361,1.5675,17307774.66
20180531,10.18,0.575,7.5378,0.8592,1.6523,1.5521,17479478.77
20180601,10.19,0.3478,7.5452,0.86,1.654,1.5505,17496649.18
20180604,10.27,0.3454,7.6045,0.8668,1.667,1.5385,17634012.47
20180605,10.26,0.3824,7.5971,0.866,1.6653,1.54,17616842.06
20180606,10.14,0.4151,7.5082,0.8558,1.6459,1.5582,17410797.13
20180607,10.37,0.7354,7.6785,0.8752,1.6832,1.5236,17805716.59
20180608,10.12,0.6403,7.4934,0.8541,1.6426,1.5613,17376456.3
20180611,10.04,0.4201,7.4342,0.8474,1.6296,1.5737,17239093.01
20180612,10.06,0.5319,7.449,0.8491,1.6329,1.5706,17273433.83
