trade_date,close,turnover_rate,pe,pb,ps,dv_ratio,total_mv
20150624,15.12,1.2979,10.9255,1.4956,2.9472,0.7041,21634718.32
20150625,14.87,1.7614,10.7449,1.4709,2.8985,0.7159,21277001.42
20150626,13.77,2.1648,9.95,1.3621,2.6841,0.7731,19703047.04
20150629,13.56,2.2136,9.7983,1.3413,2.6431,0.7851,19402564.84
20150630,14.54,2.1587,10.5064,1.4382,2.8342,0.7322,20804815.11
20150701,13.92,1.5549,10.0584,1.3769,2.7133,0.7648,19917677.19
20150702,13.75,1.6798,9.9356,1.3601,2.6802,0.7743,19674429.69
20150703,13.07,2.2005,9.4442,1.2928,2.5476,0.8145,18701439.71
20150706,13.88,2.8647,10.0295,1.3729,2.7055,0.767,19860442.48
20150707,14.65,4.0734,10.5859,1.4491,2.8556,0.7267,20962210.54
20150708,13.19,4.233,9.5309,1.3047,2.571,0.8071,18873143.83
20150709,14.26,3.6804,10.3041,1.4105,2.7796,0.7466,20404172.17
20150710,14.86,3.9402,10.7376,1.4699,2.8965,0.7164,21262692.74
20150713,14.44,2.7687,10.4342,1.4283,2.8147,0.7373,20661728.34
20150714,13.87,2.1859,10.0223,1.372,2.7036,0.7676,19846133.8
20150715,13.58,1.3779,9.8127,1.3433,2.647,0.784,19431182.2
20150716,13.6,1.1767,9.8272,1.3452,2.6509,0.7828,19459799.55
20150717,13.82,1.4238,9.9862,1.367,2.6938,0.7703,19774590.42
20150720,13.6,1.151,9.8272,1.3452,2.6509,0.7828,19459799.55
20150721,13.57,0.9587,9.8055,1.3423,2.6451,0.7845,19416873.52
20150722,13.52,0.9642,9.7694,1.3373,2.6354,0.7874,19345330.14
20150723,13.67,1.2569,9.8778,1.3522,2.6646,0.7788,19559960.28
20150724,13.38,1.1346,9.6682,1.3235,2.6081,0.7957,19145008.67
20150727,12.44,1.5146,8.989,1.2305,2.4248,0.8558,17799993.12
20150728,12.62,1.7038,9.1191,1.2483,2.4599,0.8436,18057549.29
20150729,12.6,0.8232,9.1046,1.2463,2.456,0.8449,18028931.94
20150730,12.26,0.6526,8.8589,1.2127,2.3897,0.8684,17542436.95
20150731,12.36,1.0189,8.9312,1.2226,2.4092,0.8613,17685523.71
20150803,12.82,1.1904,9.2636,1.2681,2.4989,0.8304,18343722.81
20150804,12.86,0.6565,9.2925,1.272,2.5067,0.8278,18400957.51
20150805,12.59,0.4675,9.0974,1.2453,2.4541,0.8456,18014623.26
20150806,12.53,0.3814,9.054,1.2394,2.4424,0.8497,17928771.2
20150807,12.61,0.5269,9.1118,1.2473,2.458,0.8443,18043240.61
20150810,12.92,0.8922,9.3358,1.278,2.5184,0.824,18486809.57
20150811,12.84,0.7019,9.278,1.2701,2.5028,0.8291,18372340.16
20150812,12.57,0.5819,9.0829,1.2434,2.4502,0.8469,17986005.91
20150813,12.57,0.5137,9.0829,1.2434,2.4502,0.8469,17986005.91
20150814,12.64,0.6979,9.1335,1.1987,2.4638,0.8423,18086166.64
20150817,12.54,0.5758,9.0612,1.1892,2.4443,0.849,17943079.88
20150818,12.27,0.9965,8.8661,1.1636,2.3917,0.8677,17556745.62
20150819,12.23,0.8123,8.8372,1.1598,2.3839,0.8705,17499510.92
20150820,12.05,0.5741,8.7072,1.1428,2.3488,0.8835,17241954.75
20150821,11.5,0.7907,8.3098,1.0906,2.2416,0.9257,16454977.56
20150824,10.35,1.286,7.4788,0.9815,2.0174,1.0286,14809479.8
20150825,9.46,1.8573,6.8357,0.8971,1.844,1.1254,13536007.63
20150826,9.91,2.1111,7.1608,0.9398,1.9317,1.0743,14179898.05
20150827,10.8,1.5666,7.8039,1.0242,2.1052,0.9858,15453370.23
20150828,10.83,1.3623,7.8256,1.0271,2.111,0.983,15496296.26
20150831,11.07,1.2405,7.999,1.0498,2.1578,0.9617,15839704.49
20150901,11.57,2.2515,8.3603,1.0972,2.2553,0.9201,16555138.29
20150902,11.84,2.3854,8.5554,1.1228,2.3079,0.8992,16941472.55
20150907,10.89,1.1658,7.869,1.0328,2.1227,0.9776,15582148.32
20150908,11,0.6331,7.9485,1.0432,2.1441,0.9678,15739543.75
20150909,11.1,0.721,8.0207,1.0527,2.1636,0.9591,15882630.51
20150910,11.05,0.3941,7.9846,1.0479,2.1539,0.9635,15811087.13
20150911,10.96,0.3613,7.9196,1.0394,2.1364,0.9714,15682309.05
20150914,10.87,0.6408,7.8545,1.0309,2.1188,0.9794,15553530.96
20150915,10.57,0.4599,7.6377,1.0024,2.0603,1.0072,15124270.68
20150916,10.9,0.4822,7.8762,1.0337,2.1247,0.9767,15596456.99
20150917,10.77,0.5259,7.7823,1.0214,2.0993,0.9885,15410444.2
20150918,10.81,0.2696,7.8112,1.0252,2.1071,0.9848,15467678.91
20150921,10.82,0.3271,7.8184,1.0261,2.1091,0.9839,15481987.58
20150922,10.96,0.4176,7.9196,1.0394,2.1364,0.9714,15682309.05
20150923,10.7,0.3144,7.7317,1.0147,2.0857,0.995,15310283.47
20150924,10.71,0.2191,7.7389,1.0157,2.0876,0.994,15324592.14
20150925,10.55,0.3782,7.6233,1.0005,2.0564,1.0091,15095653.33
20150928,10.53,0.1687,7.6088,0.9986,2.0525,1.011,15067035.97
20150929,10.38,0.2826,7.5005,0.9844,2.0233,1.0256,14852405.83
20150930,10.49,0.3089,7.5799,0.9948,2.0447,1.0149,15009801.27
20151008,10.7,0.4186,7.7317,1.0147,2.0857,0.995,15310283.47
20151009,10.9,0.4021,7.8762,1.0337,2.1247,0.9767,15596456.99
20151012,11.23,0.7198,8.1147,1.065,2.189,0.948,16068643.3
20151013,11.13,0.3048,8.0424,1.0555,2.1695,0.9565,15925556.54
20151014,10.98,0.3549,7.934,1.0413,2.1402,0.9696,15710926.4
20151015,11.17,0.4116,8.0713,1.0593,2.1773,0.9531,15982791.25
20151016,11.23,0.4829,8.1147,1.065,2.189,0.948,16068643.3
20151019,11.26,0.6128,8.1363,1.0678,2.1948,0.9455,16111569.33
20151020,11.32,0.6059,8.1797,1.0735,2.2065,0.9405,16197421.39
20151021,11.22,1.129,8.1074,1.064,2.187,0.9489,16054334.63
20151022,11.33,0.6971,8.1869,1.0745,2.2085,0.9396,16211730.07
20151023,11.47,0.7942,8.2881,1.0444,2.2358,0.9282,16412051.53
20151026,11.52,0.92,8.3242,1.049,2.2455,0.9241,16483594.91
20151027,11.48,0.4917,8.2953,1.0454,2.2377,0.9274,16426360.21
20151028,11.27,0.4615,8.1436,1.0262,2.1968,0.9446,16125878.01
20151029,11.27,0.2683,8.1436,1.0262,2.1968,0.9446,16125878.01
20151030,11.36,0.454,8.2086,1.0344,2.2143,0.9372,16254656.09
20151102,11.14,0.4104,8.0496,1.0144,2.1714,0.9557,15939865.22
20151103,11.05,0.3315,7.9846,1.0062,2.1539,0.9635,15811087.13
20151104,11.69,1.1075,8.447,1.0645,2.2786,0.9107,16726842.41
20151105,12.07,1.9419,8.7216,1.0991,2.3527,0.882,17270572.1
20151106,12.39,1.2396,8.9529,1.1282,2.4151,0.8593,17728449.74
20151109,12.94,2.045,9.3503,1.1783,2.5223,0.8227,18515426.92
20151110,12.75,0.9531,9.213,1.161,2.4853,0.835,18243562.08
20151111,12.55,0.8656,9.0685,1.1428,2.4463,0.8483,17957388.55
20151112,12.4,0.5686,8.9601,1.1291,2.417,0.8586,17742758.41
20151113,12.24,0.4978,8.8445,1.1146,2.3859,0.8698,17513819.59
20151116,12.34,0.4743,8.9167,1.1237,2.4053,0.8627,17656906.36
20151117,12.5,0.8865,9.0323,1.1382,2.4365,0.8517,17885845.17
20151118,12.42,0.6724,8.9745,1.131,2.4209,0.8572,17771375.76
20151119,12.5,0.3991,9.0323,1.1382,2.4365,0.8517,17885845.17
20151120,12.55,0.5066,9.0685,1.1428,2.4463,0.8483,17957388.55
20151123,12.45,0.5151,8.9962,1.1337,2.4268,0.8551,17814301.79
20151124,12.28,0.5627,8.8734,1.1182,2.3936,0.8669,17571054.3
20151125,12.32,0.435,8.9023,1.1218,2.4014,0.8641,17628289
20151126,12.23,0.4678,8.8372,1.1137,2.3839,0.8705,17499510.92
20151127,11.73,0.6168,8.476,1.0681,2.2864,0.9076,16784077.11
20151130,11.74,0.5579,8.4832,1.069,2.2884,0.9068,16798385.79
20151201,11.75,0.5763,8.4904,1.0699,2.2903,0.9061,16812694.46
20151202,12.51,1.3688,9.0396,1.1392,2.4385,0.851,17900153.85
20151203,12.45,1.208,8.9962,1.1337,2.4268,0.8551,17814301.79
20151204,12.12,0.6477,8.7578,1.1036,2.3625,0.8784,17342115.48
20151207,12.15,0.3412,8.7794,1.1064,2.3683,0.8762,17385041.51
20151208,11.96,0.4262,8.6421,1.0891,2.3313,0.8901,17113176.66
20151209,11.99,0.3638,8.6638,1.0918,2.3371,0.8879,17156102.69
20151210,11.96,0.3538,8.6421,1.0891,2.3313,0.8901,17113176.66
20151211,11.83,0.3215,8.5482,1.0772,2.3059,0.8999,16927163.87
20151214,12.07,0.4975,8.7216,1.0991,2.3527,0.882,17270572.1
20151215,11.92,0.3088,8.6132,1.0854,2.3235,0.8931,17055941.96
20151216,11.89,0.3327,8.5916,1.0827,2.3176,0.8954,17013015.93
20151217,12.07,0.5492,8.7216,1.0991,2.3527,0.882,17270572.1
20151218,12.23,0.8666,8.8372,1.1137,2.3839,0.8705,17499510.92
20151221,12.51,1.0853,9.0396,1.1392,2.4385,0.851,17900153.85
20151222,12.43,0.5914,8.9818,1.1319,2.4229,0.8565,17785684.44
20151223,12.48,0.8802,9.0179,1.1364,2.4326,0.8531,17857227.82
20151224,12.34,0.5424,8.9167,1.1237,2.4053,0.8627,17656906.36
20151225,12.41,0.3387,8.9673,1.13,2.419,0.8579,17757067.09
20151228,11.98,0.6967,8.6566,1.0909,2.3352,0.8887,17141794.01
20151229,12.09,0.5251,8.7361,1.1009,2.3566,0.8806,17299189.45
20151230,12.1,0.4513,8.7433,1.1018,2.3586,0.8798,17313498.13
20151231,11.99,0.4162,8.6638,1.0918,2.3371,0.8879,17156102.69
20160104,11.33,0.4774,8.1869,1.0317,2.2085,1.2262,16211730.07
20160105,11.4,0.5619,8.2375,1.0381,2.2221,1.2187,16311890.8
20160106,11.53,0.4369,8.3314,1.0499,2.2475,1.205,16497903.59
20160107,10.94,0.1481,7.9051,0.9962,2.1325,1.2699,15653691.7
20160108,11.12,0.6333,8.0352,1.0126,2.1675,1.2494,15911247.87
20160111,10.76,0.6201,7.775,0.9798,2.0974,1.2912,15396135.53
20160112,10.81,0.4758,7.8112,0.9843,2.1071,1.2852,15467678.91
20160113,10.71,0.3318,7.7389,0.9752,2.0876,1.2972,15324592.14
20160114,10.77,0.5645,7.7823,0.9807,2.0993,1.29,15410444.2
20160115,10.46,0.3797,7.5583,0.9525,2.0389,1.3282,14966875.24
20160118,10.41,0.3567,7.5221,0.9479,2.0291,1.3346,14895331.86
20160119,10.71,0.4245,7.7389,0.9752,2.0876,1.2972,15324592.14
20160120,10.54,0.5115,7.6161,0.9598,2.0545,1.3181,15081344.65
20160121,10.32,0.5135,7.4571,0.9397,2.0116,1.3462,14766553.78
20160122,10.4,0.3954,7.5149,0.947,2.0272,1.3359,14881023.18
20160125,10.37,0.3189,7.4932,0.9443,2.0213,1.3397,14838097.16
20160126,9.87,0.5489,7.1319,0.8988,1.9239,1.4076,14122663.35
20160127,9.88,0.4821,7.1392,0.8997,1.9258,1.4062,14136972.03
20160128,9.69,0.2563,7.0019,0.8824,1.8888,1.4338,13865107.18
20160129,10,0.4612,7.2259,0.9106,1.9492,1.3893,14308676.14
20160201,9.8,0.3539,7.0814,0.8924,1.9102,1.4177,14022502.62
20160202,9.95,0.3127,7.1897,0.906,1.9395,1.3963,14237132.76
20160203,9.85,0.2326,7.1175,0.8969,1.92,1.4105,14094046
20160204,9.95,0.3161,7.1897,0.906,1.9395,1.3963,14237132.76
20160205,9.92,0.2295,7.1681,0.9033,1.9336,1.4005,14194206.73
20160215,9.79,0.2359,7.0741,0.8915,1.9083,1.4191,14008193.94
20160216,10.01,0.3629,7.2331,0.9115,1.9512,1.3879,14322984.82
20160217,10.15,0.4957,7.3343,0.9243,1.9785,1.3688,14523306.28
20160218,10.09,0.3441,7.2909,0.9188,1.9668,1.3769,14437454.22
20160219,10.04,0.2702,7.2548,0.9142,1.957,1.3838,14365910.84
20160222,10.29,0.5233,7.4354,0.937,2.0058,1.3502,14723627.75
20160223,10.12,0.3608,7.3126,0.9215,1.9726,1.3728,14480380.25
20160224,10.15,0.2542,7.3343,0.9243,1.9785,1.3688,14523306.28
20160225,9.67,0.527,6.9874,0.8805,1.8849,1.4367,13836489.83
20160226,9.79,0.3322,7.0741,0.8915,1.9083,1.4191,14008193.94
20160229,9.56,0.4803,6.9079,0.8705,1.8635,1.4533,13679094.39
20160301,9.7,0.3202,7.0091,0.8833,1.8907,1.4323,13879415.85
20160302,10.1,0.5732,7.2981,0.9197,1.9687,1.3756,14451762.9
20160303,10.11,0.4686,7.3054,0.9206,1.9707,1.3742,14466071.58
20160304,10.4,1.1701,7.5149,0.947,2.0272,1.3359,14881023.18
20160307,10.34,0.5137,7.4716,0.9416,2.0155,1.3436,14795171.13
20160308,10.28,0.5449,7.4282,0.9361,2.0038,1.3515,14709319.07
20160309,10.17,0.2761,7.3487,0.9261,1.9824,1.3661,14551923.63
20160310,10.15,0.4016,6.6423,0.8993,1.5103,1.3688,14523306.28
20160311,10.16,0.3251,6.6488,0.9002,1.5118,1.3674,14537614.96
20160314,10.26,0.555,6.7142,0.909,1.5266,1.3541,14680701.72
20160315,10.32,0.354,6.7535,0.9143,1.5356,1.3462,14766553.78
20160316,10.35,0.5633,6.7731,0.917,1.54,1.3423,14809479.8
20160317,10.42,0.5176,6.819,0.9232,1.5505,1.3333,14909640.54
20160318,10.54,0.6754,6.8975,0.9338,1.5683,1.3181,15081344.65
20160321,10.8,0.7798,7.0676,0.9569,1.607,1.2864,15453370.23
20160322,10.72,0.5299,7.0153,0.9498,1.5951,1.296,15338900.82
20160323,10.7,0.3645,7.0022,0.948,1.5921,1.2984,15310283.47
20160324,10.52,0.3155,6.8844,0.9321,1.5653,1.3206,15052727.3
20160325,10.59,0.2008,6.9302,0.9383,1.5758,1.3119,15152888.03
20160328,10.48,0.3038,6.8582,0.9285,1.5594,1.3257,14995492.59
20160329,10.43,0.2697,6.8255,0.9241,1.5519,1.332,14923949.21
20160330,10.7,0.4572,7.0022,0.948,1.5921,1.2984,15310283.47
20160331,10.64,0.3544,6.9629,0.9427,1.5832,1.3058,15224431.41
20160401,10.66,0.3129,6.976,0.9445,1.5862,1.3033,15253048.76
20160405,10.7,0.5018,7.0022,0.948,1.5921,1.2984,15310283.47
20160406,10.72,0.3687,7.0153,0.9498,1.5951,1.296,15338900.82
20160407,10.59,0.32,6.9302,0.9383,1.5758,1.3119,15152888.03
20160408,10.57,0.319,6.9171,0.9365,1.5728,1.3144,15124270.68
20160411,10.72,0.6662,7.0153,0.9498,1.5951,1.296,15338900.82
20160412,10.67,0.253,6.9826,0.9453,1.5877,1.3021,15267357.44
20160413,10.81,0.7258,7.0742,0.9578,1.6085,1.2852,15467678.91
20160414,10.84,0.2742,7.0938,0.9604,1.6129,1.2817,15510604.93
20160415,10.88,0.4212,7.12,0.964,1.6189,1.2769,15567839.64
20160418,10.73,0.2971,7.0218,0.9507,1.5966,1.2948,15353209.5
20160419,10.77,0.1849,7.048,0.9542,1.6025,1.29,15410444.2
20160420,10.52,0.5139,6.8844,0.9321,1.5653,1.3206,15052727.3
20160421,10.51,0.4734,6.8778,0.8972,1.5638,1.3219,15038418.62
20160422,10.55,0.3047,6.904,0.9006,1.5698,1.3169,15095653.33
20160425,10.5,0.2959,6.8713,0.8963,1.5624,1.3232,15024109.95
20160426,10.59,0.2471,6.9302,0.904,1.5758,1.3119,15152888.03
20160427,10.57,0.2029,6.9171,0.9023,1.5728,1.3144,15124270.68
20160428,10.66,0.3875,6.976,0.91,1.5862,1.3033,15253048.76
20160429,10.57,0.3431,6.9171,0.9023,1.5728,1.3144,15124270.68
20160503,10.68,0.4144,6.9891,0.9117,1.5891,1.3009,15281666.12
20160504,10.72,0.3494,7.0153,0.9151,1.5951,1.296,15338900.82
20160505,10.72,0.2029,7.0153,0.9151,1.5951,1.296,15338900.82
20160506,10.52,0.2936,6.8844,0.898,1.5653,1.3206,15052727.3
20160509,10.35,0.3483,6.7731,0.8835,1.54,1.3423,14809479.8
20160510,10.28,0.2479,6.7273,0.8776,1.5296,1.3515,14709319.07
20160511,10.37,0.2773,6.7862,0.8852,1.543,1.3397,14838097.16
20160512,10.38,0.2761,6.7928,0.8861,1.5445,1.3385,14852405.83
20160513,10.35,0.1561,6.7731,0.8835,1.54,1.3423,14809479.8
20160516,10.36,0.1823,6.7797,0.8844,1.5415,1.341,14823788.48
20160517,10.3,0.2122,6.7404,0.8793,1.5326,1.3489,14737936.42
20160518,10.3,0.4525,6.7404,0.8793,1.5326,1.3489,14737936.42
20160519,10.25,0.1447,6.7077,0.875,1.5252,1.3554,14666393.04
20160520,10.3,0.1751,6.7404,0.8793,1.5326,1.3489,14737936.42
20160523,10.28,0.2654,6.7273,0.8776,1.5296,1.3515,14709319.07
20160524,10.21,0.2127,6.6815,0.8716,1.5192,1.3607,14609158.34
20160525,10.23,0.1675,6.6946,0.8733,1.5222,1.3581,14637775.69
20160526,10.22,0.2144,6.6881,0.8724,1.5207,1.3594,14623467.01
20160527,10.27,0.1827,6.7208,0.8767,1.5281,1.3528,14695010.39
20160530,10.28,0.3124,6.7273,0.8776,1.5296,1.3515,14709319.07
20160531,10.55,0.7763,6.904,0.9006,1.5698,1.3169,15095653.33
20160601,10.48,0.4566,6.8582,0.8946,1.5594,1.3257,14995492.59
20160602,10.46,0.2403,6.8451,0.8929,1.5564,1.3282,14966875.24
20160603,10.5,0.3472,6.8713,0.8963,1.5624,1.3232,15024109.95
20160606,10.51,0.2775,6.8778,0.8972,1.5638,1.3219,15038418.62
20160607,10.52,0.188,6.8844,0.898,1.5653,1.3206,15052727.3
20160608,10.5,0.22,6.8713,0.8963,1.5624,1.3232,15024109.95
20160613,10.33,0.2828,6.7601,0.8818,1.5371,1.3449,14780862.45
20160614,10.4,0.2244,6.8059,0.8878,1.5475,1.3359,14881023.18
20160615,10.44,0.3102,6.832,0.8912,1.5534,1.3308,14938257.89
20160616,8.57,0.2643,6.73,0.8895,1.5302,1.351,14715042.54
20160617,8.58,0.2154,6.7378,0.8906,1.532,1.3494,14732212.95
20160620,8.6,0.185,6.7535,0.8926,1.5356,1.3462,14766553.77
20160621,8.61,0.2602,6.7614,0.8937,1.5374,1.3447,14783724.19
20160622,8.73,0.3267,6.8556,0.9061,1.5588,1.3262,14989769.12
20160623,8.66,0.2294,6.8006,0.8989,1.5463,1.3369,14869576.24
20160624,8.57,0.2923,6.73,0.8895,1.5302,1.351,14715042.54
20160627,8.61,0.2223,6.7614,0.8937,1.5374,1.3447,14783724.19
20160628,8.63,0.23,6.7771,0.8957,1.5409,1.3416,14818065.01
20160629,8.69,0.2526,6.8242,0.902,1.5516,1.3323,14921087.48
20160630,8.7,0.2476,6.832,0.903,1.5534,1.3308,14938257.89
20160701,8.71,0.2385,6.8399,0.9041,1.5552,1.3292,14955428.3
20160704,8.81,0.4157,6.9184,0.9144,1.5731,1.3141,15127132.41
20160705,8.81,0.2885,6.9184,0.9144,1.5731,1.3141,15127132.41
20160706,8.79,0.2207,6.9027,0.9124,1.5695,1.3171,15092791.59
20160707,8.78,0.2138,6.8949,0.9113,1.5677,1.3186,15075621.18
20160708,8.74,0.1786,6.8635,0.9072,1.5606,1.3247,15006939.53
20160711,8.75,0.2497,6.8713,0.9082,1.5624,1.3232,15024109.95
20160712,8.88,0.4865,6.9734,0.9217,1.5856,1.3038,15247325.29
20160713,8.99,0.5456,7.0598,0.9331,1.6052,1.2878,15436199.82
20160714,8.94,0.2458,7.0205,0.9279,1.5963,1.295,15350347.76
20160715,8.99,0.2406,7.0598,0.9331,1.6052,1.2878,15436199.82
20160718,9.04,0.3465,7.099,0.9383,1.6141,1.2807,15522051.87
20160719,8.97,0.248,7.0441,0.931,1.6016,1.2907,15401859
20160720,8.96,0.2125,7.0362,0.93,1.5999,1.2921,15384688.58
20160721,8.99,0.2326,7.0598,0.9331,1.6052,1.2878,15436199.82
20160722,8.94,0.202,7.0205,0.9279,1.5963,1.295,15350347.76
20160725,8.98,0.1809,7.0519,0.9321,1.6034,1.2893,15419029.41
20160726,9.11,0.3736,7.154,0.9456,1.6266,1.2709,15642244.75
20160727,9.01,0.5595,7.0755,0.9352,1.6088,1.285,15470540.64
20160728,9.08,0.328,7.1305,0.9425,1.6213,1.2751,15590733.52
20160729,9.2,0.4589,7.2247,0.9549,1.6427,1.2584,15796778.46
20160801,9.28,0.519,7.2875,0.9632,1.657,1.2476,15934141.75
20160802,9.25,0.307,7.264,0.9601,1.6516,1.2516,15882630.51
20160803,9.18,0.2902,7.209,0.9528,1.6391,1.2612,15762437.63
20160804,8.99,0.9189,7.0598,0.9331,1.6052,1.2878,15436199.82
20160805,9.04,0.4962,7.099,0.9383,1.6141,1.2807,15522051.87
20160808,9.11,0.2723,7.154,0.9456,1.6266,1.2709,15642244.75
20160809,9.15,0.2841,7.1854,0.9497,1.6338,1.2653,15710926.4
20160810,9.14,0.2984,7.1776,0.9487,1.632,1.2667,15693755.99
20160811,9.22,0.6394,7.2404,0.957,1.6463,1.2557,15831119.28
20160812,9.5,0.9364,7.4603,0.9498,1.6963,1.2187,16311890.8
20160815,9.68,1.2969,7.6016,0.9678,1.7284,1.196,16620958.2
20160816,9.52,0.7515,7.476,0.9518,1.6998,1.2161,16346231.62
20160817,9.55,0.3832,7.4995,0.9548,1.7052,1.2123,16397742.85
20160818,9.5,0.4726,7.4603,0.9498,1.6963,1.2187,16311890.8
20160819,9.51,0.3454,7.4681,0.9508,1.6981,1.2174,16329061.21
20160822,9.4,0.6694,7.3817,0.9398,1.6784,1.2317,16140186.68
20160823,9.4,0.6087,7.3817,0.9398,1.6784,1.2317,16140186.68
20160824,9.43,0.5005,7.4053,0.9428,1.6838,1.2277,16191697.92
20160825,9.44,0.422,7.4132,0.9438,1.6856,1.2264,16208868.33
20160826,9.45,0.3433,7.421,0.9448,1.6873,1.2251,16226038.74
20160829,9.42,0.3863,7.3975,0.9418,1.682,1.2291,16174527.51
20160830,9.47,0.4067,7.4367,0.9468,1.6909,1.2226,16260379.56
20160831,9.49,0.3347,7.4524,0.9488,1.6945,1.22,16294720.39
20160901,9.45,0.3282,7.421,0.9448,1.6873,1.2251,16226038.74
20160902,9.45,0.2521,7.421,0.9448,1.6873,1.2251,16226038.74
20160905,9.42,0.3212,7.3975,0.9418,1.682,1.2291,16174527.51
20160906,9.41,0.3928,7.3896,0.9408,1.6802,1.2304,16157357.1
20160907,9.4,0.314,7.3817,0.9398,1.6784,1.2317,16140186.68
20160908,9.4,0.2018,7.3817,0.9398,1.6784,1.2317,16140186.68
20160909,9.38,0.2238,7.366,0.9378,1.6748,1.2343,16105845.86
20160912,9.16,0.5171,7.1933,0.9158,1.6356,1.2639,15728096.81
20160913,9.19,0.315,7.2168,0.9188,1.6409,1.2598,15779608.05
20160914,9.06,0.2881,7.1147,0.9058,1.6177,1.2779,15556392.7
20160919,9.12,0.2422,7.1619,0.9118,1.6284,1.2695,15659415.17
20160920,9.08,0.2985,7.1305,0.9078,1.6213,1.2751,15590733.52
20160921,9.08,0.2773,7.1305,0.9078,1.6213,1.2751,15590733.52
20160922,9.16,0.3381,7.1933,0.9158,1.6356,1.2639,15728096.81
20160923,9.15,0.1974,7.1854,0.9148,1.6338,1.2653,15710926.4
20160926,9.04,0.3004,7.099,0.9038,1.6141,1.2807,15522051.87
20160927,9.06,0.2743,7.1147,0.9058,1.6177,1.2779,15556392.7
20160928,9.05,0.1855,7.1069,0.9048,1.6159,1.2793,15539222.29
20160929,9.06,0.2075,7.1147,0.9058,1.6177,1.2779,15556392.7
20160930,9.07,0.2106,7.1226,0.9068,1.6195,1.2765,15573563.11
20161010,9.12,0.4179,7.1619,0.9118,1.6284,1.2695,15659415.17
20161011,9.15,0.2484,7.1854,0.9148,1.6338,1.2653,15710926.4
20161012,9.13,0.1848,7.1697,0.9128,1.6302,1.2681,15676585.58
20161013,9.07,0.4322,7.1226,0.9068,1.6195,1.2765,15573563.11
20161014,9.09,0.2292,7.1383,0.9088,1.6231,1.2737,15607903.93
20161017,9.05,0.2455,7.1069,0.9048,1.6159,1.2793,15539222.29
20161018,9.09,0.4058,7.1383,0.9088,1.6231,1.2737,15607903.93
20161019,9.08,0.3299,7.1305,0.9078,1.6213,1.2751,15590733.52
20161020,9.07,0.2343,7.1226,0.9068,1.6195,1.2765,15573563.11
20161021,9.13,0.4674,7.1697,0.8793,1.6302,1.2681,15676585.58
20161024,9.24,0.6258,7.2561,0.8899,1.6499,1.253,15865460.1
20161025,9.21,0.3423,7.2325,0.8871,1.6445,1.2571,15813948.87
20161026,9.15,0.301,7.1854,0.8813,1.6338,1.2653,15710926.4
20161027,9.16,0.2215,7.1933,0.8822,1.6356,1.2639,15728096.81
20161028,9.17,0.3704,7.2011,0.8832,1.6374,1.2626,15745267.22
20161031,9.15,0.3374,7.1854,0.8813,1.6338,1.2653,15710926.4
20161101,9.14,0.3591,7.1776,0.8803,1.632,1.2667,15693755.99
20161102,9.07,0.433,7.1226,0.8736,1.6195,1.2765,15573563.11
20161103,9.13,0.4216,7.1697,0.8793,1.6302,1.2681,15676585.58
20161104,9.11,0.3473,7.154,0.8774,1.6266,1.2709,15642244.75
20161107,9.12,0.3398,7.1619,0.8784,1.6284,1.2695,15659415.17
20161108,9.15,0.5514,7.1854,0.8813,1.6338,1.2653,15710926.4
20161109,9.07,0.4939,7.1226,0.8736,1.6195,1.2765,15573563.11
20161110,9.14,0.432,7.1776,0.8803,1.632,1.2667,15693755.99
20161111,9.18,0.5552,7.209,0.8842,1.6391,1.2612,15762437.63
20161114,9.22,0.6664,7.2404,0.888,1.6463,1.2557,15831119.28
20161115,9.23,0.3789,7.2482,0.889,1.6481,1.2544,15848289.69
20161116,9.23,0.2842,7.2482,0.889,1.6481,1.2544,15848289.69
20161117,9.21,0.3454,7.2325,0.8871,1.6445,1.2571,15813948.87
20161118,9.18,0.3538,7.209,0.8842,1.6391,1.2612,15762437.63
20161121,9.24,0.5811,7.2561,0.8899,1.6499,1.253,15865460.1
20161122,9.36,0.8067,7.3503,0.9015,1.6713,1.2369,16071505.04
20161123,9.45,1.198,7.421,0.9102,1.6873,1.2251,16226038.74
20161124,9.47,0.5329,7.4367,0.9121,1.6909,1.2226,16260379.56
20161125,9.62,0.6928,7.5545,0.9265,1.7177,1.2035,16517935.73
20161128,9.63,0.8746,7.5624,0.9275,1.7195,1.2022,16535106.15
20161129,9.62,0.6068,7.5545,0.9265,1.7177,1.2035,16517935.73
20161130,9.55,0.7012,7.4995,0.9198,1.7052,1.2123,16397742.85
20161201,9.6,0.4415,7.5388,0.9246,1.7141,1.206,16483594.91
20161202,9.55,0.5671,7.4995,0.9198,1.7052,1.2123,16397742.85
20161205,9.46,0.5224,7.4289,0.9111,1.6891,1.2239,16243209.15
20161206,9.49,0.4121,7.4524,0.914,1.6945,1.22,16294720.39
20161207,9.48,0.3372,7.4446,0.9131,1.6927,1.2213,16277549.98
20161208,9.52,0.4589,7.476,0.9169,1.6998,1.2161,16346231.62
20161209,9.65,1.0349,7.5781,0.9294,1.7231,1.1998,16569446.97
20161212,9.5,0.859,7.4603,0.915,1.6963,1.2187,16311890.8
20161213,9.42,0.4414,7.3975,0.9073,1.682,1.2291,16174527.51
20161214,9.4,0.4085,7.3817,0.9054,1.6784,1.2317,16140186.68
